NDVI,Rainfall_mm,Temperature_C,Elevation_m,Slope_Degrees,Soil_Moisture,Evapotranspiration_mm,Crop_Beans,Crop_Cowpeas,Crop_Irish Potatoes,Crop_Maize,Crop_Pigeon Peas,Crop_Sorghum,Crop_Sweet Potatoes,Crop_Wheat
0.441997201,1140.626697,32.58944374,1311.954468,5.771691039,0.270037055,548.8876149,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.447232475,946.9777206,34.13832977,1035.846757,5.044687168,0.252552503,537.5336704,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.558856961,1717.33699,31.36393979,1456.09147,6.277339238,0.263503484,790.8912739,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.591701018,1683.274063,30.98549629,1368.088151,4.173508556,0.324398584,895.8927627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.572534249,1273.764343,28.83828563,2156.082941,6.406183246,0.315196828,902.7486504,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.693657123,1830.330269,27.54134336,1914.757901,6.779389181,0.409395342,1074.475727,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.544962364,1253.007936,30.28696823,1932.870016,6.140837833,0.284716306,908.1443387,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.731884488,2094.661401,26.39959534,1903.348994,7.991517647,0.430205715,1141.270764,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6308845,1958.936469,30.42649514,1258.027401,3.548367053,0.389691413,785.6100631,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.608926242,1540.394065,29.13638342,1937.342483,4.988976166,0.386217976,960.170349,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.575059316,1462.386578,28.18771607,2159.49721,3.835618281,0.345764111,889.1189059,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.504301919,1114.338611,33.54571719,1265.119877,7.257053538,0.190901282,632.9474012,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
